x,y,x+y,x-y,x*y,x^2,log(x)
0.6748219334077958,4.800902661443877,5.475724594851673,-4.126080728036081,3.2397544160981897,0.4553846418082356,-0.39330642527039117
2.7551725596689924,1.3375114937157089,4.092684053384701,1.4176610659532836,3.685074965727407,7.590975833552988,1.013480075731946
2.971345402352936,3.687176977164371,6.658522379517308,-0.715831574811435,10.955876358758951,8.828893500083932,1.0890148476674812
1.94031563947105,8.61380820824105,10.5541238477121,-6.6734925687699995,16.71350678185421,3.764824780775949,0.662850660599177
7.636114063998175,0.9907925915584748,8.626906655556649,6.6453214724397,7.565805242904869,58.31023799839072,2.0328888434153947
1.6040965415178383,0.5239661415736614,2.1280626830914997,1.080130399944177,0.8404922755707562,2.57312571450949,0.47256069561180125
3.5187812736645068,4.731502204669163,8.250283478333671,-1.2127209310046565,16.64912135409218,12.38182165189201,1.2581147005862987
2.469290709808007,2.6796326271203132,5.14892333692832,-0.21034191731230623,6.616791951846613,6.097396609544131,0.9039309473799279
0.69136930991615,1.051794102419978,1.743163412336128,-0.360424792503828,0.7271781627639765,0.4779915226939334,-0.3690811407989386
1.7902826231507123,4.409010964747363,6.199293587898076,-2.618728341596651,7.893375715468162,3.2051118707553954,0.5823734974176759
2.7771900306008503,0.7522433550090213,3.5294333856098716,2.024946675591829,2.0891227461167903,7.712784466068752,1.0214396361601803
0.4204288770893081,1.5234904324622196,1.9439193095515277,-1.1030615553729115,0.6405193717763954,0.17676044069057653,-0.8664799527824422
1.8010239103339363,1.3990582762706023,3.2000821866045386,0.40196563406333397,2.5197374075139365,3.2436871255945423,0.5883553422489102
8.120091767786008,3.4666232425298213,11.586715010315828,4.653468525256186,28.14929885368204,65.93589031726609,2.0943414555612043
0.751333815385218,1.7686885948989581,2.5200224102841764,-1.01735477951374,1.3288755502337546,0.5645025021413089,-0.2859052314554984
0.7457034013592834,5.692998625146242,6.438702026505525,-4.947295223786958,4.245288438705276,0.5560735627988045,-0.29342734314564245
0.10546111241108458,1.052898416966887,1.1583595293779716,-0.9474373045558023,0.11103983830919786,0.011122046230983418,-2.2494129967552383
0.41987214796389116,2.6042084516367767,3.024080599600668,-2.1843363036728856,1.0934345963344527,0.17629262063581172,-0.8678050236565161
2.1329697720631446,0.15121596477541255,2.284185736838557,1.981753807287732,0.32253908191932024,4.5495600485351035,0.7575152678290888
0.3766878762343685,2.131564392518083,2.5082522687524516,-1.7548765162837143,0.8029344640744385,0.14189375610195892,-0.9763383489423104
0.4449444074218256,1.304085467279975,1.7490298747018007,-0.8591410598581495,0.5802455354663031,0.19797552569595955,-0.8098059317619071
0.946243247045308,2.803339593647366,3.7495828406926743,-1.857096346602058,2.6526411596635584,0.8953762825788478,-0.05525561079987186
0.7575425906196767,4.872809136548096,5.630351727167772,-4.115266545928419,3.691360456895874,0.573870776602771,-0.2776755179386952
1.6963100863653433,1.3105957382527258,3.006905824618069,0.3857143481126175,2.2231767699455323,2.8774679091047983,0.5284553545994529
0.08538856329349997,0.4626232973586015,0.5480118606521015,-0.37723473406510155,0.03950273870755261,0.007291206741328052,-2.46054310643546
6.373966563375934,0.1618370257221815,6.535803589098116,6.212129537653752,1.0315437906693958,40.62744975103441,1.8522219701978797
4.618725697279979,1.9524992346595456,6.571224931939525,2.6662264626204335,9.018058389041535,21.33262706671443,1.5301188439478886
2.218890934971552,3.786013152408022,6.004904087379574,-1.5671222174364696,8.40075026356123,4.923476981298929,0.7970074922114584
